ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_151_length_97645_cov_7.575689,nomatch,,,,,,,,
NODE_152_length_97376_cov_7.695699,nomatch,,,,,,,,
NODE_153_length_96927_cov_7.546618,nomatch,,,,,,,,
NODE_154_length_96355_cov_7.496727,nomatch,,,,,,,,
NODE_155_length_95857_cov_7.677969,nomatch,,,,,,,,
NODE_156_length_95598_cov_7.564165,nomatch,,,,,,,,
NODE_157_length_95491_cov_7.683728,nomatch,,,,,,,,
NODE_158_length_95193_cov_7.566775,nomatch,,,,,,,,
NODE_159_length_95001_cov_7.834011,nomatch,,,,,,,,
NODE_160_length_94717_cov_7.555640,nomatch,,,,,,,,
NODE_161_length_94475_cov_7.578030,nomatch,,,,,,,,
NODE_162_length_93813_cov_7.664379,nomatch,,,,,,,,
NODE_163_length_93786_cov_7.643836,nomatch,,,,,,,,
NODE_164_length_93501_cov_7.621940,nomatch,,,,,,,,
NODE_165_length_93113_cov_7.701159,nomatch,,,,,,,,
NODE_166_length_93076_cov_7.679437,nomatch,,,,,,,,
NODE_167_length_92775_cov_7.682681,nomatch,,,,,,,,
NODE_168_length_91811_cov_7.815889,nomatch,,,,,,,,
NODE_169_length_91652_cov_7.549609,nomatch,,,,,,,,
NODE_170_length_91482_cov_7.515867,nomatch,,,,,,,,
NODE_171_length_90907_cov_7.900925,nomatch,,,,,,,,
NODE_172_length_90738_cov_7.542793,nomatch,,,,,,,,
NODE_173_length_90648_cov_7.585301,nomatch,,,,,,,,
NODE_174_length_90479_cov_7.515041,nomatch,,,,,,,,
NODE_175_length_90381_cov_7.682862,nomatch,,,,,,,,
NODE_176_length_90340_cov_7.500028,nomatch,,,,,,,,
NODE_177_length_90288_cov_7.595834,nomatch,,,,,,,,
NODE_178_length_89607_cov_7.784432,nomatch,,,,,,,,
NODE_179_length_89473_cov_7.725886,nomatch,,,,,,,,
NODE_180_length_89429_cov_7.649997,nomatch,,,,,,,,
NODE_181_length_88879_cov_7.531515,nomatch,,,,,,,,
NODE_182_length_88425_cov_7.804492,nomatch,,,,,,,,
NODE_183_length_88080_cov_7.549430,nomatch,,,,,,,,
NODE_184_length_88051_cov_7.559893,nomatch,,,,,,,,
NODE_185_length_87721_cov_7.620054,nomatch,,,,,,,,
NODE_186_length_87682_cov_7.726355,nomatch,,,,,,,,
NODE_187_length_86764_cov_7.762573,nomatch,,,,,,,,
NODE_188_length_85638_cov_7.604308,nomatch,,,,,,,,
NODE_189_length_85506_cov_7.520714,nomatch,,,,,,,,
NODE_190_length_84599_cov_7.447379,nomatch,,,,,,,,
NODE_191_length_84564_cov_6.320902,nomatch,,,,,,,,
NODE_192_length_84276_cov_7.755921,nomatch,,,,,,,,
NODE_193_length_83914_cov_7.317233,nomatch,,,,,,,,
NODE_194_length_83017_cov_7.652757,nomatch,,,,,,,,
NODE_195_length_82899_cov_7.522363,nomatch,,,,,,,,
NODE_196_length_82635_cov_7.617092,nomatch,,,,,,,,
NODE_197_length_82441_cov_7.591819,nomatch,,,,,,,,
NODE_198_length_82371_cov_7.927606,nomatch,,,,,,,,
NODE_199_length_82136_cov_7.731505,nomatch,,,,,,,,
NODE_200_length_81776_cov_7.648875,nomatch,,,,,,,,
NODE_201_length_81630_cov_7.714268,nomatch,,,,,,,,
NODE_202_length_80921_cov_7.551489,nomatch,,,,,,,,
NODE_203_length_80237_cov_7.648646,nomatch,,,,,,,,
NODE_204_length_80068_cov_7.600130,nomatch,,,,,,,,
NODE_205_length_79098_cov_7.507895,nomatch,,,,,,,,
NODE_206_length_78870_cov_7.656896,nomatch,,,,,,,,
NODE_207_length_78820_cov_7.479140,nomatch,,,,,,,,
NODE_208_length_78555_cov_7.722472,nomatch,,,,,,,,
NODE_209_length_78259_cov_7.569395,nomatch,,,,,,,,
NODE_210_length_78128_cov_7.621992,nomatch,,,,,,,,
NODE_211_length_77109_cov_6.959263,nomatch,,,,,,,,
NODE_212_length_77105_cov_7.742758,nomatch,,,,,,,,
NODE_213_length_77069_cov_7.348587,nomatch,,,,,,,,
NODE_214_length_76380_cov_7.561080,nomatch,,,,,,,,
NODE_215_length_76353_cov_7.618214,nomatch,,,,,,,,
NODE_216_length_75711_cov_7.595219,nomatch,,,,,,,,
NODE_217_length_75378_cov_7.188303,nomatch,,,,,,,,
NODE_218_length_74955_cov_7.567395,nomatch,,,,,,,,
NODE_219_length_74597_cov_7.603142,nomatch,,,,,,,,
NODE_220_length_74328_cov_7.556906,nomatch,,,,,,,,
NODE_221_length_74202_cov_7.235815,nomatch,,,,,,,,
NODE_222_length_73726_cov_7.652781,nomatch,,,,,,,,
NODE_223_length_73542_cov_7.727767,nomatch,,,,,,,,
NODE_224_length_73259_cov_7.565389,nomatch,,,,,,,,
NODE_225_length_73175_cov_7.657841,nomatch,,,,,,,,
NODE_226_length_73106_cov_7.576591,nomatch,,,,,,,,
NODE_227_length_72449_cov_7.396560,nomatch,,,,,,,,
NODE_228_length_72006_cov_7.465671,nomatch,,,,,,,,
NODE_229_length_71807_cov_7.647600,nomatch,,,,,,,,
NODE_230_length_70990_cov_7.639360,nomatch,,,,,,,,
NODE_231_length_70756_cov_7.579932,nomatch,,,,,,,,
NODE_232_length_70607_cov_7.666047,nomatch,,,,,,,,
NODE_233_length_70115_cov_7.693447,nomatch,,,,,,,,
NODE_234_length_69952_cov_7.771690,nomatch,,,,,,,,
NODE_235_length_69510_cov_7.461136,nomatch,,,,,,,,
NODE_236_length_69481_cov_7.610924,nomatch,,,,,,,,
NODE_237_length_69270_cov_7.745325,nomatch,,,,,,,,
NODE_238_length_69186_cov_7.316773,nomatch,,,,,,,,
NODE_239_length_68703_cov_7.828832,nomatch,,,,,,,,
NODE_240_length_68239_cov_7.743467,nomatch,,,,,,,,
NODE_241_length_68054_cov_7.635123,nomatch,,,,,,,,
NODE_242_length_67934_cov_7.651717,nomatch,,,,,,,,
NODE_243_length_67852_cov_7.475068,nomatch,,,,,,,,
NODE_244_length_67429_cov_7.583816,nomatch,,,,,,,,
NODE_245_length_67198_cov_7.613932,nomatch,,,,,,,,
NODE_246_length_66722_cov_7.481598,nomatch,,,,,,,,
NODE_247_length_66601_cov_6.478383,nomatch,,,,,,,,
NODE_248_length_66351_cov_7.375453,nomatch,,,,,,,,
NODE_249_length_65437_cov_7.611009,nomatch,,,,,,,,
NODE_250_length_65219_cov_7.526470,nomatch,,,,,,,,
NODE_251_length_65175_cov_7.607628,nomatch,,,,,,,,
NODE_252_length_64935_cov_7.969309,nomatch,,,,,,,,
NODE_253_length_64830_cov_7.391589,nomatch,,,,,,,,
NODE_254_length_64788_cov_7.621240,nomatch,,,,,,,,
NODE_255_length_64659_cov_7.479839,nomatch,,,,,,,,
NODE_256_length_64576_cov_7.866840,nomatch,,,,,,,,
NODE_257_length_64363_cov_7.530419,nomatch,,,,,,,,
NODE_258_length_64000_cov_7.496391,nomatch,,,,,,,,
NODE_259_length_63964_cov_7.470824,nomatch,,,,,,,,
NODE_260_length_63570_cov_7.443201,nomatch,,,,,,,,
NODE_261_length_62825_cov_7.818001,nomatch,,,,,,,,
NODE_262_length_62313_cov_7.724086,nomatch,,,,,,,,
NODE_263_length_62032_cov_7.872369,nomatch,,,,,,,,
NODE_264_length_61804_cov_7.805892,nomatch,,,,,,,,
split1_NODE_265_length_61425_cov_7.550116,nomatch,,,,,,,,
split2_NODE_265_length_61425_cov_7.550116,nomatch,,,,,,,,
NODE_266_length_61372_cov_7.672414,nomatch,,,,,,,,
NODE_267_length_61365_cov_7.796352,nomatch,,,,,,,,
NODE_268_length_61326_cov_7.497083,nomatch,,,,,,,,
NODE_269_length_61295_cov_7.619818,nomatch,,,,,,,,
NODE_270_length_60872_cov_7.696798,nomatch,,,,,,,,
NODE_271_length_60830_cov_7.715648,nomatch,,,,,,,,
NODE_272_length_60448_cov_7.647784,nomatch,,,,,,,,
NODE_273_length_60430_cov_7.572177,nomatch,,,,,,,,
NODE_274_length_60389_cov_7.636786,nomatch,,,,,,,,
NODE_275_length_60134_cov_7.558452,nomatch,,,,,,,,
NODE_276_length_60123_cov_7.740833,nomatch,,,,,,,,
NODE_277_length_59932_cov_7.499574,nomatch,,,,,,,,
NODE_278_length_59818_cov_7.466888,nomatch,,,,,,,,
NODE_279_length_59668_cov_7.522984,nomatch,,,,,,,,
NODE_280_length_59445_cov_7.563505,nomatch,,,,,,,,
NODE_281_length_59173_cov_7.856282,nomatch,,,,,,,,
NODE_282_length_58992_cov_7.444356,nomatch,,,,,,,,
NODE_283_length_58888_cov_7.704991,nomatch,,,,,,,,
NODE_284_length_58554_cov_7.736526,nomatch,,,,,,,,
NODE_285_length_58479_cov_7.605446,nomatch,,,,,,,,
NODE_286_length_58380_cov_7.547148,nomatch,,,,,,,,
NODE_287_length_57946_cov_7.696985,nomatch,,,,,,,,
NODE_288_length_57835_cov_7.426648,nomatch,,,,,,,,
NODE_289_length_57370_cov_7.274287,nomatch,,,,,,,,
NODE_290_length_57055_cov_7.612792,nomatch,,,,,,,,
NODE_291_length_56732_cov_5.975426,nomatch,,,,,,,,
NODE_292_length_56692_cov_7.296685,nomatch,,,,,,,,
NODE_293_length_56600_cov_7.678838,nomatch,,,,,,,,
NODE_294_length_56265_cov_7.598400,nomatch,,,,,,,,
NODE_295_length_56264_cov_7.670823,nomatch,,,,,,,,
NODE_296_length_56186_cov_7.531333,nomatch,,,,,,,,
NODE_297_length_56105_cov_7.700757,nomatch,,,,,,,,
NODE_298_length_55565_cov_7.809102,nomatch,,,,,,,,
NODE_299_length_55391_cov_7.869354,nomatch,,,,,,,,
NODE_300_length_55350_cov_7.519765,nomatch,,,,,,,,
NODE_301_length_54955_cov_7.768567,nomatch,,,,,,,,
NODE_302_length_54927_cov_7.742774,nomatch,,,,,,,,
NODE_303_length_54580_cov_7.447854,nomatch,,,,,,,,
NODE_304_length_54263_cov_7.375813,nomatch,,,,,,,,
NODE_305_length_54206_cov_7.777178,nomatch,,,,,,,,
NODE_306_length_54139_cov_7.534122,nomatch,,,,,,,,
NODE_307_length_54030_cov_7.540360,nomatch,,,,,,,,
NODE_308_length_53786_cov_7.410220,nomatch,,,,,,,,
NODE_309_length_53677_cov_7.548983,nomatch,,,,,,,,
NODE_310_length_53436_cov_7.698550,nomatch,,,,,,,,
NODE_311_length_53013_cov_7.475504,nomatch,,,,,,,,
NODE_312_length_52639_cov_7.538391,nomatch,,,,,,,,
NODE_313_length_51924_cov_7.673591,nomatch,,,,,,,,
NODE_314_length_51893_cov_7.419754,nomatch,,,,,,,,
NODE_315_length_51769_cov_7.312962,nomatch,,,,,,,,
NODE_316_length_51527_cov_7.776926,nomatch,,,,,,,,
NODE_317_length_51266_cov_7.908543,nomatch,,,,,,,,
NODE_318_length_51222_cov_7.546531,nomatch,,,,,,,,
NODE_319_length_51085_cov_7.656344,nomatch,,,,,,,,
NODE_320_length_51071_cov_7.441917,nomatch,,,,,,,,
NODE_321_length_50879_cov_7.788856,nomatch,,,,,,,,
NODE_322_length_50594_cov_7.803020,nomatch,,,,,,,,
NODE_323_length_50293_cov_7.581071,nomatch,,,,,,,,
NODE_324_length_50232_cov_7.651871,nomatch,,,,,,,,
NODE_325_length_50180_cov_7.717400,nomatch,,,,,,,,
NODE_326_length_49772_cov_7.488347,nomatch,,,,,,,,
NODE_327_length_48755_cov_7.722238,nomatch,,,,,,,,
NODE_328_length_48561_cov_7.594293,nomatch,,,,,,,,
NODE_329_length_48454_cov_7.558177,nomatch,,,,,,,,
NODE_330_length_47947_cov_7.808971,nomatch,,,,,,,,
NODE_331_length_47688_cov_7.870861,nomatch,,,,,,,,
NODE_332_length_47587_cov_7.776928,nomatch,,,,,,,,
NODE_333_length_46820_cov_7.614803,nomatch,,,,,,,,
NODE_334_length_46542_cov_9.676182,nomatch,,,,,,,,
NODE_335_length_46321_cov_7.396935,nomatch,,,,,,,,
NODE_336_length_45734_cov_7.744710,nomatch,,,,,,,,
NODE_337_length_45699_cov_7.445098,nomatch,,,,,,,,
NODE_338_length_45432_cov_7.463922,nomatch,,,,,,,,
NODE_339_length_44999_cov_7.532448,nomatch,,,,,,,,
NODE_340_length_44871_cov_7.738244,nomatch,,,,,,,,
NODE_341_length_44746_cov_7.574217,nomatch,,,,,,,,
NODE_342_length_44696_cov_7.644596,nomatch,,,,,,,,
NODE_343_length_44193_cov_7.754618,nomatch,,,,,,,,
NODE_344_length_44093_cov_7.686167,nomatch,,,,,,,,
NODE_345_length_43616_cov_7.381959,nomatch,,,,,,,,
NODE_346_length_43566_cov_7.681024,nomatch,,,,,,,,
NODE_347_length_43267_cov_7.532754,nomatch,,,,,,,,
NODE_348_length_43251_cov_7.644815,nomatch,,,,,,,,
NODE_349_length_43224_cov_7.616307,nomatch,,,,,,,,
NODE_350_length_43199_cov_7.606450,nomatch,,,,,,,,
NODE_351_length_43078_cov_7.685083,nomatch,,,,,,,,
NODE_352_length_43067_cov_7.515813,nomatch,,,,,,,,
NODE_353_length_42070_cov_7.725628,nomatch,,,,,,,,
NODE_354_length_41893_cov_7.184456,nomatch,,,,,,,,
NODE_355_length_41443_cov_7.724780,nomatch,,,,,,,,
NODE_356_length_40819_cov_7.610513,nomatch,,,,,,,,
NODE_357_length_40688_cov_7.396563,nomatch,,,,,,,,
NODE_358_length_40461_cov_7.641741,nomatch,,,,,,,,
NODE_359_length_40286_cov_7.592769,nomatch,,,,,,,,
NODE_360_length_40246_cov_7.534983,nomatch,,,,,,,,
NODE_361_length_40209_cov_7.993937,nomatch,,,,,,,,
NODE_362_length_39923_cov_7.623228,nomatch,,,,,,,,
NODE_363_length_39808_cov_7.562738,nomatch,,,,,,,,
NODE_364_length_39517_cov_7.502412,nomatch,,,,,,,,
NODE_365_length_39514_cov_7.343692,nomatch,,,,,,,,
NODE_366_length_39125_cov_7.620144,nomatch,,,,,,,,
NODE_367_length_38919_cov_7.556042,nomatch,,,,,,,,
NODE_368_length_38860_cov_7.620143,nomatch,,,,,,,,
NODE_369_length_38699_cov_7.769677,nomatch,,,,,,,,
NODE_370_length_38478_cov_7.509635,nomatch,,,,,,,,
NODE_371_length_38363_cov_7.678444,nomatch,,,,,,,,
NODE_372_length_38031_cov_7.602390,nomatch,,,,,,,,
NODE_373_length_37392_cov_7.533181,nomatch,,,,,,,,
NODE_374_length_37151_cov_7.679397,nomatch,,,,,,,,
NODE_375_length_37033_cov_7.689427,nomatch,,,,,,,,
NODE_376_length_36892_cov_7.882307,nomatch,,,,,,,,
NODE_377_length_36724_cov_7.568189,nomatch,,,,,,,,
NODE_378_length_36654_cov_7.376379,nomatch,,,,,,,,
NODE_379_length_36487_cov_7.945187,nomatch,,,,,,,,
NODE_380_length_36485_cov_7.450465,nomatch,,,,,,,,
NODE_381_length_36081_cov_7.720587,nomatch,,,,,,,,
NODE_382_length_35933_cov_7.630704,nomatch,,,,,,,,
NODE_383_length_35856_cov_7.420331,nomatch,,,,,,,,
NODE_384_length_35789_cov_7.673518,nomatch,,,,,,,,
NODE_385_length_35754_cov_7.527213,nomatch,,,,,,,,
NODE_386_length_35619_cov_7.682464,nomatch,,,,,,,,
NODE_387_length_35499_cov_7.751583,nomatch,,,,,,,,
NODE_388_length_35488_cov_7.414242,nomatch,,,,,,,,
NODE_389_length_35118_cov_7.854563,nomatch,,,,,,,,
NODE_390_length_35115_cov_7.881759,nomatch,,,,,,,,
NODE_391_length_35019_cov_7.606557,nomatch,,,,,,,,
NODE_392_length_34628_cov_7.859482,nomatch,,,,,,,,
NODE_393_length_33947_cov_7.424335,nomatch,,,,,,,,
NODE_394_length_33944_cov_7.961706,nomatch,,,,,,,,
NODE_395_length_33872_cov_7.389361,nomatch,,,,,,,,
NODE_396_length_33755_cov_7.390092,nomatch,,,,,,,,
NODE_397_length_33691_cov_7.519962,nomatch,,,,,,,,
NODE_398_length_33674_cov_7.830357,nomatch,,,,,,,,
NODE_399_length_33541_cov_6.783534,nomatch,,,,,,,,
NODE_400_length_33484_cov_7.754354,nomatch,,,,,,,,
NODE_401_length_33474_cov_7.660629,nomatch,,,,,,,,
NODE_402_length_33338_cov_7.464244,nomatch,,,,,,,,
NODE_403_length_33176_cov_7.490423,nomatch,,,,,,,,
NODE_404_length_33113_cov_7.708846,nomatch,,,,,,,,
NODE_405_length_32772_cov_7.681176,nomatch,,,,,,,,
NODE_406_length_32744_cov_6.921575,nomatch,,,,,,,,
NODE_407_length_32548_cov_7.346000,nomatch,,,,,,,,
NODE_408_length_32448_cov_7.364964,nomatch,,,,,,,,
NODE_409_length_32440_cov_7.739517,nomatch,,,,,,,,
NODE_410_length_32304_cov_6.853933,nomatch,,,,,,,,
NODE_411_length_32218_cov_7.659094,nomatch,,,,,,,,
NODE_412_length_32196_cov_7.648726,nomatch,,,,,,,,
NODE_413_length_31948_cov_7.430659,nomatch,,,,,,,,
NODE_414_length_31799_cov_7.760672,nomatch,,,,,,,,
NODE_415_length_31755_cov_7.572373,nomatch,,,,,,,,
NODE_416_length_31718_cov_6.740527,nomatch,,,,,,,,
NODE_417_length_31461_cov_7.522500,nomatch,,,,,,,,
NODE_418_length_31406_cov_7.461012,nomatch,,,,,,,,
NODE_419_length_31200_cov_6.085154,nomatch,,,,,,,,
NODE_420_length_31183_cov_7.780558,nomatch,,,,,,,,
NODE_421_length_31136_cov_7.871682,nomatch,,,,,,,,
NODE_422_length_31128_cov_7.532854,nomatch,,,,,,,,
NODE_423_length_31117_cov_7.456696,nomatch,,,,,,,,
NODE_424_length_31090_cov_7.541582,nomatch,,,,,,,,
NODE_425_length_30983_cov_7.978221,nomatch,,,,,,,,
NODE_426_length_30864_cov_7.308683,nomatch,,,,,,,,
NODE_427_length_30788_cov_7.454975,nomatch,,,,,,,,
NODE_428_length_30429_cov_7.803676,nomatch,,,,,,,,
NODE_429_length_30345_cov_7.418989,nomatch,,,,,,,,
NODE_430_length_30255_cov_7.784951,nomatch,,,,,,,,
NODE_431_length_30096_cov_7.658781,nomatch,,,,,,,,
NODE_432_length_29639_cov_7.424336,nomatch,,,,,,,,
NODE_433_length_29625_cov_7.590582,nomatch,,,,,,,,
