ID,status,superkingdom,phylum,class,order,family,genus,species,strain
NODE_43_length_205869_cov_5.126022,nomatch,,,,,,,,
NODE_44_length_205056_cov_5.083590,nomatch,,,,,,,,
NODE_45_length_203801_cov_5.153756,nomatch,,,,,,,,
NODE_46_length_203793_cov_5.120452,nomatch,,,,,,,,
NODE_47_length_202568_cov_5.036198,nomatch,,,,,,,,
NODE_48_length_202374_cov_4.948607,nomatch,,,,,,,,
NODE_49_length_199696_cov_5.211280,nomatch,,,,,,,,
NODE_50_length_197497_cov_5.074495,nomatch,,,,,,,,
NODE_51_length_196779_cov_5.052992,nomatch,,,,,,,,
NODE_52_length_193405_cov_5.029481,nomatch,,,,,,,,
NODE_53_length_190184_cov_5.093383,nomatch,,,,,,,,
NODE_54_length_186125_cov_5.118388,nomatch,,,,,,,,
NODE_55_length_185607_cov_5.145779,nomatch,,,,,,,,
NODE_56_length_183826_cov_5.149789,nomatch,,,,,,,,
NODE_57_length_183417_cov_5.073496,nomatch,,,,,,,,
NODE_58_length_181815_cov_5.089202,nomatch,,,,,,,,
NODE_59_length_181738_cov_5.241775,nomatch,,,,,,,,
NODE_60_length_181275_cov_5.123441,nomatch,,,,,,,,
NODE_61_length_175454_cov_5.132296,nomatch,,,,,,,,
NODE_62_length_172685_cov_5.157999,nomatch,,,,,,,,
NODE_63_length_171448_cov_5.110664,nomatch,,,,,,,,
NODE_64_length_170279_cov_5.175543,nomatch,,,,,,,,
NODE_65_length_168391_cov_5.165787,nomatch,,,,,,,,
NODE_66_length_168241_cov_5.123327,nomatch,,,,,,,,
NODE_67_length_167059_cov_5.304310,nomatch,,,,,,,,
NODE_68_length_164884_cov_5.093113,nomatch,,,,,,,,
NODE_69_length_163110_cov_5.264819,nomatch,,,,,,,,
NODE_70_length_162504_cov_5.193426,nomatch,,,,,,,,
NODE_71_length_161058_cov_5.050668,nomatch,,,,,,,,
NODE_72_length_158518_cov_5.014079,nomatch,,,,,,,,
NODE_73_length_158058_cov_5.219349,nomatch,,,,,,,,
NODE_74_length_156831_cov_5.114126,nomatch,,,,,,,,
NODE_75_length_156603_cov_5.140488,nomatch,,,,,,,,
NODE_76_length_155191_cov_5.062258,nomatch,,,,,,,,
NODE_77_length_153914_cov_5.168675,nomatch,,,,,,,,
NODE_78_length_153462_cov_5.177161,nomatch,,,,,,,,
NODE_79_length_149708_cov_5.201904,nomatch,,,,,,,,
NODE_80_length_149038_cov_5.004580,nomatch,,,,,,,,
NODE_81_length_148337_cov_5.283537,nomatch,,,,,,,,
NODE_82_length_147424_cov_5.126180,nomatch,,,,,,,,
NODE_83_length_147419_cov_5.135635,nomatch,,,,,,,,
NODE_84_length_147004_cov_5.184161,nomatch,,,,,,,,
NODE_85_length_146471_cov_5.090608,nomatch,,,,,,,,
NODE_86_length_144435_cov_5.120298,nomatch,,,,,,,,
NODE_87_length_142862_cov_5.083413,nomatch,,,,,,,,
NODE_88_length_142553_cov_5.133733,nomatch,,,,,,,,
NODE_89_length_142543_cov_5.036618,nomatch,,,,,,,,
NODE_90_length_142267_cov_5.186682,nomatch,,,,,,,,
NODE_91_length_141466_cov_5.150277,nomatch,,,,,,,,
NODE_92_length_141358_cov_5.101819,nomatch,,,,,,,,
NODE_93_length_139665_cov_5.118219,nomatch,,,,,,,,
NODE_94_length_139336_cov_5.099462,nomatch,,,,,,,,
NODE_95_length_138171_cov_5.068551,nomatch,,,,,,,,
NODE_96_length_136031_cov_5.298071,nomatch,,,,,,,,
NODE_97_length_134582_cov_5.120144,nomatch,,,,,,,,
NODE_98_length_134049_cov_5.214849,nomatch,,,,,,,,
NODE_99_length_133143_cov_5.097838,nomatch,,,,,,,,
NODE_100_length_132819_cov_5.129593,nomatch,,,,,,,,
NODE_101_length_132646_cov_5.208536,nomatch,,,,,,,,
NODE_102_length_131499_cov_5.178379,nomatch,,,,,,,,
NODE_103_length_130497_cov_5.098995,nomatch,,,,,,,,
NODE_104_length_129936_cov_5.131655,nomatch,,,,,,,,
NODE_105_length_129847_cov_5.154672,nomatch,,,,,,,,
NODE_106_length_127952_cov_5.094254,nomatch,,,,,,,,
NODE_107_length_127846_cov_5.104824,nomatch,,,,,,,,
NODE_108_length_127386_cov_5.085173,nomatch,,,,,,,,
NODE_109_length_127030_cov_5.008172,nomatch,,,,,,,,
NODE_110_length_126962_cov_5.178318,nomatch,,,,,,,,
NODE_111_length_125615_cov_5.194608,nomatch,,,,,,,,
NODE_112_length_125171_cov_5.270529,nomatch,,,,,,,,
NODE_113_length_125141_cov_5.156974,nomatch,,,,,,,,
NODE_114_length_124567_cov_5.280890,nomatch,,,,,,,,
NODE_115_length_123504_cov_5.140018,nomatch,,,,,,,,
NODE_116_length_122654_cov_4.927902,nomatch,,,,,,,,
NODE_117_length_122049_cov_5.120265,nomatch,,,,,,,,
NODE_118_length_121234_cov_5.162542,nomatch,,,,,,,,
NODE_119_length_121042_cov_5.237125,nomatch,,,,,,,,
NODE_120_length_120952_cov_5.193362,nomatch,,,,,,,,
NODE_121_length_118689_cov_5.177190,nomatch,,,,,,,,
NODE_122_length_118054_cov_4.694438,nomatch,,,,,,,,
NODE_123_length_117838_cov_5.184622,nomatch,,,,,,,,
NODE_124_length_117728_cov_5.148502,nomatch,,,,,,,,
NODE_125_length_117633_cov_5.302682,nomatch,,,,,,,,
NODE_126_length_116471_cov_5.091470,nomatch,,,,,,,,
NODE_127_length_115808_cov_5.149592,nomatch,,,,,,,,
NODE_128_length_114613_cov_5.221704,nomatch,,,,,,,,
NODE_129_length_114363_cov_5.026393,nomatch,,,,,,,,
NODE_130_length_114321_cov_5.142845,nomatch,,,,,,,,
NODE_131_length_113471_cov_5.280650,nomatch,,,,,,,,
NODE_132_length_113109_cov_5.113523,nomatch,,,,,,,,
NODE_133_length_112370_cov_5.041348,nomatch,,,,,,,,
NODE_134_length_112222_cov_5.252482,nomatch,,,,,,,,
NODE_135_length_110103_cov_5.086092,nomatch,,,,,,,,
NODE_136_length_109347_cov_4.811866,nomatch,,,,,,,,
NODE_137_length_108864_cov_5.133294,nomatch,,,,,,,,
NODE_138_length_108321_cov_4.994898,nomatch,,,,,,,,
NODE_139_length_107906_cov_4.954444,nomatch,,,,,,,,
NODE_140_length_107272_cov_5.156433,nomatch,,,,,,,,
NODE_141_length_107225_cov_5.098144,nomatch,,,,,,,,
NODE_142_length_107088_cov_4.980797,nomatch,,,,,,,,
NODE_143_length_105990_cov_5.268252,nomatch,,,,,,,,
NODE_144_length_105632_cov_5.014227,nomatch,,,,,,,,
NODE_145_length_104462_cov_5.150113,nomatch,,,,,,,,
NODE_146_length_104329_cov_5.233556,nomatch,,,,,,,,
NODE_147_length_103581_cov_5.022387,nomatch,,,,,,,,
NODE_148_length_103574_cov_4.968361,nomatch,,,,,,,,
NODE_149_length_101760_cov_5.206340,nomatch,,,,,,,,
NODE_150_length_101498_cov_5.205572,nomatch,,,,,,,,
NODE_151_length_101098_cov_4.914807,nomatch,,,,,,,,
NODE_152_length_100474_cov_5.262190,nomatch,,,,,,,,
NODE_153_length_99610_cov_5.171235,nomatch,,,,,,,,
NODE_154_length_98670_cov_5.020823,nomatch,,,,,,,,
NODE_155_length_98552_cov_5.267320,nomatch,,,,,,,,
NODE_156_length_98383_cov_5.029270,nomatch,,,,,,,,
NODE_157_length_98137_cov_5.139782,nomatch,,,,,,,,
NODE_158_length_97686_cov_5.141053,nomatch,,,,,,,,
NODE_159_length_97034_cov_5.162166,nomatch,,,,,,,,
NODE_160_length_96755_cov_5.012357,nomatch,,,,,,,,
NODE_161_length_96662_cov_5.078790,nomatch,,,,,,,,
NODE_162_length_96128_cov_4.794367,nomatch,,,,,,,,
NODE_163_length_95490_cov_5.100249,nomatch,,,,,,,,
NODE_164_length_95463_cov_5.212312,nomatch,,,,,,,,
NODE_165_length_95370_cov_5.213706,nomatch,,,,,,,,
NODE_166_length_95290_cov_5.049946,nomatch,,,,,,,,
NODE_167_length_94855_cov_5.075025,nomatch,,,,,,,,
NODE_168_length_94727_cov_5.078319,nomatch,,,,,,,,
NODE_169_length_94115_cov_5.124633,nomatch,,,,,,,,
NODE_170_length_93906_cov_5.158010,nomatch,,,,,,,,
NODE_171_length_93877_cov_5.136885,nomatch,,,,,,,,
NODE_172_length_93874_cov_5.053591,nomatch,,,,,,,,
NODE_173_length_93828_cov_5.151482,nomatch,,,,,,,,
NODE_174_length_93617_cov_5.211809,nomatch,,,,,,,,
NODE_175_length_92528_cov_5.101395,nomatch,,,,,,,,
NODE_176_length_92450_cov_4.914073,nomatch,,,,,,,,
NODE_177_length_91972_cov_5.211215,nomatch,,,,,,,,
NODE_178_length_91914_cov_5.070838,nomatch,,,,,,,,
NODE_179_length_91757_cov_4.801757,nomatch,,,,,,,,
NODE_180_length_91501_cov_5.091612,nomatch,,,,,,,,
NODE_181_length_91283_cov_5.079973,nomatch,,,,,,,,
NODE_182_length_91104_cov_5.205008,nomatch,,,,,,,,
NODE_183_length_90437_cov_5.157834,nomatch,,,,,,,,
NODE_184_length_90216_cov_5.196206,nomatch,,,,,,,,
NODE_185_length_89799_cov_5.103700,nomatch,,,,,,,,
NODE_186_length_89473_cov_5.026045,nomatch,,,,,,,,
NODE_187_length_89402_cov_5.058561,nomatch,,,,,,,,
NODE_188_length_89260_cov_5.041466,nomatch,,,,,,,,
NODE_189_length_89062_cov_5.189284,nomatch,,,,,,,,
NODE_190_length_88840_cov_5.112778,nomatch,,,,,,,,
NODE_191_length_88691_cov_5.109977,nomatch,,,,,,,,
NODE_192_length_88612_cov_5.081019,nomatch,,,,,,,,
NODE_193_length_88310_cov_5.231099,nomatch,,,,,,,,
NODE_194_length_88033_cov_5.203422,nomatch,,,,,,,,
NODE_195_length_87821_cov_5.122711,nomatch,,,,,,,,
NODE_196_length_87560_cov_5.163600,nomatch,,,,,,,,
NODE_197_length_87510_cov_5.040762,nomatch,,,,,,,,
NODE_198_length_87088_cov_4.984913,nomatch,,,,,,,,
NODE_199_length_85960_cov_5.145748,nomatch,,,,,,,,
NODE_200_length_85823_cov_5.104264,nomatch,,,,,,,,
NODE_201_length_85743_cov_5.109851,nomatch,,,,,,,,
NODE_202_length_85543_cov_5.161352,nomatch,,,,,,,,
NODE_203_length_84667_cov_5.131370,nomatch,,,,,,,,
NODE_204_length_84353_cov_5.144540,nomatch,,,,,,,,
NODE_205_length_84085_cov_5.167751,nomatch,,,,,,,,
NODE_206_length_83746_cov_5.127686,nomatch,,,,,,,,
NODE_207_length_83576_cov_5.195928,nomatch,,,,,,,,
NODE_208_length_83572_cov_5.183882,nomatch,,,,,,,,
NODE_209_length_83498_cov_5.257296,nomatch,,,,,,,,
NODE_210_length_83496_cov_4.716046,nomatch,,,,,,,,
NODE_211_length_83460_cov_5.097248,nomatch,,,,,,,,
NODE_212_length_83096_cov_5.020694,nomatch,,,,,,,,
NODE_213_length_82791_cov_5.115298,nomatch,,,,,,,,
NODE_214_length_81180_cov_5.030597,nomatch,,,,,,,,
NODE_215_length_81055_cov_5.020599,nomatch,,,,,,,,
NODE_216_length_80358_cov_5.204647,nomatch,,,,,,,,
NODE_217_length_80261_cov_5.166721,nomatch,,,,,,,,
NODE_218_length_79394_cov_5.112077,nomatch,,,,,,,,
NODE_219_length_78876_cov_5.019746,nomatch,,,,,,,,
NODE_220_length_78355_cov_5.244235,nomatch,,,,,,,,
NODE_221_length_77931_cov_4.930029,nomatch,,,,,,,,
NODE_222_length_77905_cov_5.392219,nomatch,,,,,,,,
NODE_223_length_77809_cov_5.150241,nomatch,,,,,,,,
NODE_224_length_77426_cov_5.162861,nomatch,,,,,,,,
NODE_225_length_77039_cov_5.159299,nomatch,,,,,,,,
NODE_227_length_76364_cov_4.834792,nomatch,,,,,,,,
NODE_228_length_75676_cov_5.232339,nomatch,,,,,,,,
NODE_229_length_75476_cov_4.994068,nomatch,,,,,,,,
NODE_230_length_74765_cov_5.124963,nomatch,,,,,,,,
NODE_231_length_74645_cov_5.093910,nomatch,,,,,,,,
NODE_232_length_74527_cov_4.948562,nomatch,,,,,,,,
NODE_233_length_74251_cov_4.926704,nomatch,,,,,,,,
NODE_234_length_73641_cov_5.086596,nomatch,,,,,,,,
NODE_235_length_73478_cov_4.885905,nomatch,,,,,,,,
NODE_236_length_73309_cov_5.123924,nomatch,,,,,,,,
NODE_237_length_73162_cov_5.072814,nomatch,,,,,,,,
NODE_238_length_73045_cov_5.227571,nomatch,,,,,,,,
NODE_239_length_72833_cov_5.204459,nomatch,,,,,,,,
NODE_240_length_72312_cov_5.082829,nomatch,,,,,,,,
NODE_241_length_72279_cov_5.045390,nomatch,,,,,,,,
NODE_242_length_72193_cov_4.951253,nomatch,,,,,,,,
NODE_243_length_71867_cov_4.987845,nomatch,,,,,,,,
NODE_244_length_71507_cov_5.096063,nomatch,,,,,,,,
NODE_245_length_71343_cov_4.959195,nomatch,,,,,,,,
NODE_246_length_70907_cov_5.141622,nomatch,,,,,,,,
NODE_247_length_70775_cov_4.932666,nomatch,,,,,,,,
NODE_248_length_70433_cov_4.910946,nomatch,,,,,,,,
NODE_249_length_69564_cov_5.084595,nomatch,,,,,,,,
NODE_250_length_69535_cov_5.217280,nomatch,,,,,,,,
NODE_251_length_69053_cov_5.030381,nomatch,,,,,,,,
NODE_252_length_68748_cov_5.076449,nomatch,,,,,,,,
NODE_253_length_68701_cov_5.163050,nomatch,,,,,,,,
NODE_254_length_68645_cov_4.989200,nomatch,,,,,,,,
NODE_255_length_67826_cov_5.032763,nomatch,,,,,,,,
NODE_256_length_67751_cov_5.264374,nomatch,,,,,,,,
NODE_257_length_66298_cov_5.146001,nomatch,,,,,,,,
NODE_258_length_66186_cov_5.132442,nomatch,,,,,,,,
NODE_259_length_66096_cov_5.132684,nomatch,,,,,,,,
NODE_260_length_66013_cov_5.090717,nomatch,,,,,,,,
NODE_261_length_65957_cov_5.104496,nomatch,,,,,,,,
NODE_262_length_65941_cov_5.032911,nomatch,,,,,,,,
NODE_263_length_65820_cov_5.131247,nomatch,,,,,,,,
NODE_264_length_65663_cov_5.024872,nomatch,,,,,,,,
NODE_265_length_65356_cov_5.185715,nomatch,,,,,,,,
NODE_266_length_65018_cov_5.100663,nomatch,,,,,,,,
NODE_267_length_64431_cov_5.076652,nomatch,,,,,,,,
NODE_268_length_63794_cov_5.296983,nomatch,,,,,,,,
NODE_269_length_63481_cov_5.110285,nomatch,,,,,,,,
NODE_270_length_62722_cov_4.267098,nomatch,,,,,,,,
NODE_271_length_62587_cov_5.123423,nomatch,,,,,,,,
NODE_272_length_62338_cov_5.019128,nomatch,,,,,,,,
NODE_273_length_62306_cov_5.163383,nomatch,,,,,,,,
NODE_274_length_61983_cov_5.206593,nomatch,,,,,,,,
NODE_275_length_61670_cov_4.735291,nomatch,,,,,,,,
NODE_276_length_61470_cov_5.049068,nomatch,,,,,,,,
NODE_277_length_61215_cov_5.051450,nomatch,,,,,,,,
NODE_278_length_61040_cov_5.433930,nomatch,,,,,,,,
NODE_279_length_59703_cov_5.182339,nomatch,,,,,,,,
NODE_280_length_58121_cov_5.172397,nomatch,,,,,,,,
NODE_281_length_57682_cov_5.008687,nomatch,,,,,,,,
NODE_282_length_57520_cov_5.084644,nomatch,,,,,,,,
NODE_283_length_57392_cov_5.119929,nomatch,,,,,,,,
NODE_284_length_57387_cov_4.978309,nomatch,,,,,,,,
NODE_285_length_57332_cov_5.099904,nomatch,,,,,,,,
NODE_286_length_56807_cov_4.798836,nomatch,,,,,,,,
NODE_287_length_56319_cov_5.062767,nomatch,,,,,,,,
NODE_288_length_56165_cov_5.055105,nomatch,,,,,,,,
NODE_289_length_55508_cov_5.019880,nomatch,,,,,,,,
NODE_290_length_55297_cov_4.683306,nomatch,,,,,,,,
NODE_291_length_55047_cov_5.026511,nomatch,,,,,,,,
NODE_292_length_55045_cov_5.148931,nomatch,,,,,,,,
NODE_293_length_54321_cov_5.018194,nomatch,,,,,,,,
NODE_294_length_53608_cov_4.991044,nomatch,,,,,,,,
NODE_295_length_53538_cov_5.190560,nomatch,,,,,,,,
NODE_296_length_53199_cov_4.899062,nomatch,,,,,,,,
NODE_297_length_52748_cov_5.272553,nomatch,,,,,,,,
NODE_298_length_52438_cov_5.177878,nomatch,,,,,,,,
NODE_299_length_52276_cov_5.275116,nomatch,,,,,,,,
NODE_300_length_52031_cov_5.222160,nomatch,,,,,,,,
NODE_301_length_51137_cov_4.975103,nomatch,,,,,,,,
NODE_302_length_51069_cov_5.199580,nomatch,,,,,,,,
NODE_303_length_50839_cov_5.087435,nomatch,,,,,,,,
NODE_304_length_50405_cov_5.165838,nomatch,,,,,,,,
NODE_305_length_49508_cov_5.109131,nomatch,,,,,,,,
NODE_306_length_49168_cov_5.030036,nomatch,,,,,,,,
NODE_307_length_48751_cov_5.144970,nomatch,,,,,,,,
NODE_308_length_48715_cov_4.988866,nomatch,,,,,,,,
NODE_309_length_48592_cov_5.280429,nomatch,,,,,,,,
NODE_310_length_48116_cov_4.793849,nomatch,,,,,,,,
NODE_311_length_47611_cov_5.011604,nomatch,,,,,,,,
NODE_312_length_47115_cov_5.090406,nomatch,,,,,,,,
NODE_313_length_47114_cov_4.984357,nomatch,,,,,,,,
NODE_314_length_46011_cov_5.133271,nomatch,,,,,,,,
NODE_315_length_45906_cov_5.170449,nomatch,,,,,,,,
NODE_316_length_45092_cov_4.718470,nomatch,,,,,,,,
NODE_317_length_45063_cov_4.991744,nomatch,,,,,,,,
NODE_318_length_44914_cov_5.026883,nomatch,,,,,,,,
NODE_319_length_44487_cov_4.999279,nomatch,,,,,,,,
NODE_320_length_44268_cov_4.306223,nomatch,,,,,,,,
NODE_321_length_44074_cov_4.960907,nomatch,,,,,,,,
NODE_322_length_43792_cov_5.142288,nomatch,,,,,,,,
NODE_323_length_43126_cov_4.785390,nomatch,,,,,,,,
NODE_324_length_43104_cov_4.962515,nomatch,,,,,,,,
NODE_325_length_43080_cov_5.008195,nomatch,,,,,,,,
NODE_326_length_42622_cov_5.026544,nomatch,,,,,,,,
NODE_327_length_42393_cov_5.115601,nomatch,,,,,,,,
NODE_328_length_42137_cov_5.215592,nomatch,,,,,,,,
NODE_329_length_41905_cov_5.062617,nomatch,,,,,,,,
NODE_330_length_41803_cov_4.522267,nomatch,,,,,,,,
NODE_331_length_41749_cov_4.882298,nomatch,,,,,,,,
NODE_332_length_41491_cov_5.232424,nomatch,,,,,,,,
NODE_333_length_41175_cov_5.080101,nomatch,,,,,,,,
NODE_334_length_41134_cov_5.002634,nomatch,,,,,,,,
NODE_335_length_40911_cov_5.385004,nomatch,,,,,,,,
NODE_336_length_40734_cov_5.066023,nomatch,,,,,,,,
NODE_337_length_40359_cov_4.899980,nomatch,,,,,,,,
NODE_338_length_40043_cov_5.292990,nomatch,,,,,,,,
NODE_339_length_40037_cov_4.990178,nomatch,,,,,,,,
NODE_340_length_39869_cov_4.764632,nomatch,,,,,,,,
NODE_341_length_39851_cov_5.215990,nomatch,,,,,,,,
NODE_342_length_39382_cov_5.128009,nomatch,,,,,,,,
NODE_343_length_39259_cov_5.058443,nomatch,,,,,,,,
NODE_344_length_39159_cov_5.106067,nomatch,,,,,,,,
NODE_345_length_38555_cov_5.100005,nomatch,,,,,,,,
NODE_346_length_38430_cov_5.110801,nomatch,,,,,,,,
NODE_347_length_38314_cov_4.684631,nomatch,,,,,,,,
NODE_348_length_38302_cov_3.985855,nomatch,,,,,,,,
NODE_349_length_38032_cov_4.848833,nomatch,,,,,,,,
NODE_350_length_38007_cov_4.605333,nomatch,,,,,,,,
NODE_351_length_37838_cov_5.115192,nomatch,,,,,,,,
NODE_352_length_37680_cov_5.165473,nomatch,,,,,,,,
NODE_353_length_37310_cov_4.750262,nomatch,,,,,,,,
NODE_354_length_37015_cov_4.770766,nomatch,,,,,,,,
NODE_355_length_37001_cov_5.083718,nomatch,,,,,,,,
NODE_356_length_36988_cov_5.133122,nomatch,,,,,,,,
NODE_357_length_36918_cov_5.189639,nomatch,,,,,,,,
NODE_358_length_36871_cov_4.730160,nomatch,,,,,,,,
NODE_359_length_36793_cov_4.423253,nomatch,,,,,,,,
NODE_360_length_36635_cov_5.144900,nomatch,,,,,,,,
NODE_361_length_36318_cov_5.081705,nomatch,,,,,,,,
NODE_362_length_36251_cov_5.253986,nomatch,,,,,,,,
NODE_363_length_35814_cov_4.796200,nomatch,,,,,,,,
NODE_364_length_35469_cov_5.063635,nomatch,,,,,,,,
NODE_365_length_35115_cov_4.675660,nomatch,,,,,,,,
NODE_366_length_34964_cov_5.309728,nomatch,,,,,,,,
NODE_367_length_34741_cov_4.079159,nomatch,,,,,,,,
NODE_368_length_34126_cov_5.034795,nomatch,,,,,,,,
NODE_369_length_33762_cov_4.768366,nomatch,,,,,,,,
NODE_370_length_33700_cov_5.229530,nomatch,,,,,,,,
NODE_371_length_33539_cov_5.035017,nomatch,,,,,,,,
NODE_372_length_33242_cov_4.920670,nomatch,,,,,,,,
NODE_373_length_33212_cov_5.142089,nomatch,,,,,,,,
NODE_374_length_33076_cov_4.973080,nomatch,,,,,,,,
NODE_375_length_33056_cov_5.282730,nomatch,,,,,,,,
NODE_376_length_33041_cov_4.972990,nomatch,,,,,,,,
NODE_377_length_32577_cov_4.980678,nomatch,,,,,,,,
NODE_378_length_32495_cov_4.048474,nomatch,,,,,,,,
NODE_379_length_32439_cov_5.088760,nomatch,,,,,,,,
NODE_380_length_32295_cov_5.049490,nomatch,,,,,,,,
NODE_381_length_32073_cov_5.055187,nomatch,,,,,,,,
NODE_382_length_31818_cov_5.199773,nomatch,,,,,,,,
NODE_383_length_31679_cov_4.827745,nomatch,,,,,,,,
NODE_384_length_31609_cov_4.683343,nomatch,,,,,,,,
NODE_385_length_31456_cov_5.176482,nomatch,,,,,,,,
NODE_386_length_30830_cov_4.638765,nomatch,,,,,,,,
NODE_387_length_30636_cov_4.194729,nomatch,,,,,,,,
NODE_388_length_30588_cov_4.840879,nomatch,,,,,,,,
NODE_389_length_30486_cov_5.167298,nomatch,,,,,,,,
NODE_390_length_30440_cov_4.446277,nomatch,,,,,,,,
NODE_391_length_30436_cov_5.097100,nomatch,,,,,,,,
NODE_392_length_30359_cov_5.263165,nomatch,,,,,,,,
NODE_393_length_30121_cov_5.293159,nomatch,,,,,,,,
NODE_394_length_30085_cov_5.208158,nomatch,,,,,,,,
NODE_395_length_29965_cov_4.518299,nomatch,,,,,,,,
NODE_396_length_29826_cov_4.990673,nomatch,,,,,,,,
NODE_397_length_29589_cov_5.257756,nomatch,,,,,,,,
NODE_398_length_29442_cov_4.361214,nomatch,,,,,,,,
NODE_399_length_29044_cov_5.099803,nomatch,,,,,,,,
NODE_400_length_29037_cov_4.590903,nomatch,,,,,,,,
NODE_401_length_29030_cov_4.599453,nomatch,,,,,,,,
NODE_402_length_28983_cov_4.990990,nomatch,,,,,,,,
NODE_403_length_28873_cov_5.277256,nomatch,,,,,,,,
NODE_404_length_28851_cov_5.073493,nomatch,,,,,,,,
NODE_405_length_28845_cov_4.831082,nomatch,,,,,,,,
NODE_406_length_28579_cov_5.023443,nomatch,,,,,,,,
NODE_407_length_28378_cov_5.052388,nomatch,,,,,,,,
NODE_408_length_28277_cov_4.349485,nomatch,,,,,,,,
NODE_409_length_28243_cov_4.945654,nomatch,,,,,,,,
NODE_410_length_28218_cov_5.172368,nomatch,,,,,,,,
NODE_411_length_28114_cov_4.191339,nomatch,,,,,,,,
NODE_412_length_27760_cov_5.254225,nomatch,,,,,,,,
NODE_413_length_27729_cov_5.358706,nomatch,,,,,,,,
NODE_414_length_27498_cov_5.105367,nomatch,,,,,,,,
NODE_415_length_27453_cov_4.102064,nomatch,,,,,,,,
NODE_416_length_27396_cov_5.007554,nomatch,,,,,,,,
NODE_417_length_27073_cov_4.909634,nomatch,,,,,,,,
NODE_418_length_26695_cov_5.089917,nomatch,,,,,,,,
NODE_419_length_26517_cov_4.702122,nomatch,,,,,,,,
NODE_420_length_26412_cov_4.946624,nomatch,,,,,,,,
NODE_421_length_26223_cov_4.710886,nomatch,,,,,,,,
NODE_422_length_26029_cov_5.244730,nomatch,,,,,,,,
NODE_423_length_26025_cov_4.527492,nomatch,,,,,,,,
NODE_424_length_25712_cov_4.330467,nomatch,,,,,,,,
NODE_425_length_25689_cov_5.034113,nomatch,,,,,,,,
NODE_426_length_25554_cov_5.205254,nomatch,,,,,,,,
NODE_427_length_25461_cov_5.022973,nomatch,,,,,,,,
NODE_428_length_25436_cov_4.568651,nomatch,,,,,,,,
NODE_429_length_25381_cov_4.278926,nomatch,,,,,,,,
NODE_430_length_25195_cov_3.687211,nomatch,,,,,,,,
NODE_431_length_25030_cov_4.747139,nomatch,,,,,,,,
NODE_432_length_24866_cov_5.248191,nomatch,,,,,,,,
NODE_433_length_24600_cov_5.123442,nomatch,,,,,,,,
NODE_434_length_24560_cov_5.310154,nomatch,,,,,,,,
NODE_435_length_24514_cov_4.301226,nomatch,,,,,,,,
